8.562361598014831543e-01,6.643961668014526367e-01,-1.635307967662811279e-01,-7.915584743022918701e-02,-2.795149385929107666e-02,-1.229705810546875000e-01,1.272850930690765381e-01,2.831023931503295898e-01,1.048235297203063965e-01,9.668644517660140991e-02,8.554190397262573242e-03,-4.490733146667480469e-01,3.554878234863281250e-01,7.731096446514129639e-02,-5.376843810081481934e-01,5.924865603446960449e-02,3.485823795199394226e-02,1.180279254913330078e-01,-1.407600045204162598e-01,2.305091023445129395e-01,5.680759251117706299e-02,-5.866040661931037903e-02,2.021232843399047852e-01,1.723224371671676636e-01,1.665989011526107788e-01,2.587602734565734863e-01,1.241789758205413818e-01,-1.983356177806854248e-01
9.823220372200012207e-01,7.018821239471435547e-01,-1.282774507999420166e-01,-9.314326941967010498e-02,3.422673046588897705e-02,-1.379432827234268188e-01,1.231628432869911194e-01,2.157594263553619385e-01,1.179236248135566711e-01,2.705541253089904785e-02,5.620778352022171021e-02,-5.152729749679565430e-01,3.885496854782104492e-01,8.543328940868377686e-02,-5.558302402496337891e-01,1.073159128427505493e-01,-5.206237547099590302e-04,1.367383897304534912e-01,-1.504282951354980469e-01,2.930045127868652344e-01,9.190331399440765381e-02,-6.983231008052825928e-02,2.344185709953308105e-01,2.107494324445724487e-01,1.819362938404083252e-01,3.072038888931274414e-01,1.255388408899307251e-01,-2.617483735084533691e-01
9.822149872779846191e-01,7.531001567840576172e-01,-9.753150492906570435e-02,-5.591647326946258545e-02,1.239037513732910156e-02,-1.131157130002975464e-01,1.145400777459144592e-01,2.117004096508026123e-01,2.020761072635650635e-01,-9.356379508972167969e-03,7.344077527523040771e-02,-5.315330028533935547e-01,3.927506804466247559e-01,3.995991125702857971e-02,-5.179909467697143555e-01,1.187069714069366455e-01,-6.619539856910705566e-02,1.576046943664550781e-01,-1.365738809108734131e-01,3.076007068157196045e-01,1.176678091287612915e-01,-3.500716760754585266e-02,2.227267920970916748e-01,2.268131226301193237e-01,1.912892460823059082e-01,3.089584112167358398e-01,1.252315491437911987e-01,-3.170060217380523682e-01
5.569187998771667480e-01,5.929369330406188965e-01,8.999814093112945557e-02,-1.646091639995574951e-01,-1.852385252714157104e-01,-4.208137094974517822e-02,2.009888291358947754e-01,2.450201213359832764e-01,2.003038525581359863e-01,-3.463040292263031006e-02,4.185435548424720764e-02,-4.478228986263275146e-01,3.337125778198242188e-01,-1.813862100243568420e-02,-3.689385056495666504e-01,6.098890304565429688e-02,-1.775139570236206055e-01,2.010336667299270630e-01,-1.010343655943870544e-01,2.315742373466491699e-01,1.200811937451362610e-01,-2.841124683618545532e-02,1.750990748405456543e-01,2.128212153911590576e-01,1.510175466537475586e-01,2.675467431545257568e-01,8.889022469520568848e-02,-3.651158511638641357e-01
-8.470687270164489746e-02,7.428222894668579102e-02,4.270218908786773682e-01,-1.897626668214797974e-01,-3.777009844779968262e-01,6.607271730899810791e-02,2.365591824054718018e-01,2.443374842405319214e-01,7.445051521062850952e-02,-4.973936080932617188e-02,-9.873397648334503174e-03,-2.990166544914245605e-01,2.471857666969299316e-01,-4.954707995057106018e-02,-2.337627112865447998e-01,-1.748892664909362793e-02,-2.156993001699447632e-01,1.967093050479888916e-01,-9.133345633745193481e-02,1.474256217479705811e-01,1.117606312036514282e-01,-3.668795898556709290e-02,1.456702947616577148e-01,1.567863225936889648e-01,1.003423109650611877e-01,2.198214679956436157e-01,4.826961457729339600e-02,-3.671227991580963135e-01
-1.215136945247650146e-01,-3.015064597129821777e-01,5.749785304069519043e-01,-6.647513806819915771e-02,-3.743783831596374512e-01,5.100692808628082275e-02,1.306157112121582031e-01,1.923663914203643799e-01,-8.579361438751220703e-02,-5.606335401535034180e-02,-1.543764770030975342e-01,-2.855622172355651855e-01,1.967589855194091797e-01,-4.150590673089027405e-02,-3.318381309509277344e-01,-4.819063097238540649e-02,-1.315083652734756470e-01,1.704840064048767090e-01,-1.419297754764556885e-01,1.502308249473571777e-01,1.446271538734436035e-01,-8.134311437606811523e-02,1.874324083328247070e-01,1.442005336284637451e-01,7.364957034587860107e-02,2.217831313610076904e-01,4.500664770603179932e-02,-3.796576261520385742e-01
-2.296129614114761353e-01,-4.283836483955383301e-01,6.144022941589355469e-01,-1.204032376408576965e-01,-3.602419495582580566e-01,-8.242921903729438782e-03,2.874397486448287964e-02,1.920655816793441772e-01,-1.110570132732391357e-01,-5.586208403110504150e-02,-2.030406594276428223e-01,-2.707375884056091309e-01,1.380425989627838135e-01,-7.069160044193267822e-02,-3.573871552944183350e-01,-6.296989321708679199e-02,-9.017957001924514771e-02,1.736413687467575073e-01,-1.321799457073211670e-01,8.949403464794158936e-02,1.822543293237686157e-01,-1.382415294647216797e-01,1.808117032051086426e-01,1.540839374065399170e-01,8.009535074234008789e-02,1.955269277095794678e-01,4.265109449625015259e-02,-3.270338475704193115e-01
-5.983536839485168457e-01,-5.161345601081848145e-01,6.705831885337829590e-01,-1.508670449256896973e-01,-3.772337436676025391e-01,-1.468955166637897491e-02,3.369576483964920044e-02,2.271553277969360352e-01,1.474899053573608398e-02,-5.409368872642517090e-02,-1.744240969419479370e-01,-2.103494256734848022e-01,7.512516528367996216e-02,-1.196717768907546997e-01,-2.750876545906066895e-01,-9.481887519359588623e-02,-6.781898438930511475e-02,1.502806544303894043e-01,-8.537337929010391235e-02,-5.072153359651565552e-02,2.165256738662719727e-01,-1.469421535730361938e-01,1.272948086261749268e-01,1.442397683858871460e-01,1.043596714735031128e-01,1.687420606613159180e-01,5.021718889474868774e-02,-2.158128917217254639e-01
-4.931865334510803223e-01,-5.711326599121093750e-01,6.568154692649841309e-01,-1.500621251761913300e-02,-3.230097293853759766e-01,3.774453699588775635e-02,1.585913449525833130e-02,1.924328804016113281e-01,5.300205200910568237e-02,-6.750969588756561279e-02,-2.006781250238418579e-01,-2.723564207553863525e-01,3.754520416259765625e-02,-4.808325693011283875e-02,-3.414952158927917480e-01,-1.256352663040161133e-01,4.412636626511812210e-03,1.246534213423728943e-01,-1.293469667434692383e-01,-5.058544129133224487e-02,2.702162563800811768e-01,-1.325943470001220703e-01,1.541886031627655029e-01,1.906179040670394897e-01,9.804061800241470337e-02,2.319186776876449585e-01,7.783843576908111572e-02,-1.778073310852050781e-01
-6.341941952705383301e-01,-3.865889310836791992e-01,5.309336185455322266e-01,-2.132685929536819458e-01,-3.676710128784179688e-01,2.844070792198181152e-01,8.829844743013381958e-02,1.365963071584701538e-01,1.822360157966613770e-01,-5.349324643611907959e-02,-1.479912102222442627e-01,-2.355528175830841064e-01,-3.645640611648559570e-02,-2.521108463406562805e-02,-2.928536534309387207e-01,-1.260643899440765381e-01,-2.962484955787658691e-02,7.007663697004318237e-02,-1.452180445194244385e-01,-9.248387068510055542e-02,2.627654075622558594e-01,-7.064817845821380615e-02,1.500537395477294922e-01,1.948623359203338623e-01,8.930797874927520752e-02,2.340712696313858032e-01,8.394560217857360840e-02,-1.362155526876449585e-01
